"Customer.ID","Gender","Age","Married","Number.of.Dependents","City","Zip.Code","Number.of.Referrals","Tenure.in.Months","Offer","Phone.Service","Avg.Monthly.Long.Distance.Charges","Multiple.Lines","Internet.Service","Internet.Type","Avg.Monthly.GB.Download","Online.Security","Online.Backup","Device.Protection.Plan","Premium.Tech.Support","Streaming.TV","Streaming.Movies","Streaming.Music","Unlimited.Data","Contract","Paperless.Billing","Payment.Method","Monthly.Charge","Total.Charges","Total.Refunds","Total.Extra.Data.Charges","Total.Long.Distance.Charges","Total.Revenue","Customer.Status","Churn.Category","Churn.Reason","Tenure_Category","Age_Category","Service_Category"
"0187-WZNAB","Female",56,"Yes",2,"Del Rey",93616,6,27,"Offer C","Yes",46.66,"No","Yes","Fiber Optic",28,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",74.4,1972.35,0,0,1259.82,3232.17,"Stayed","","","Junior","Adulto","Services with Improvements"
"0191-EQUUH","Female",32,"No",3,"Landers",92285,0,25,"Offer C","No",NA,"","Yes","Cable",75,"Yes","No","No","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal",35.05,844.45,0,0,0,844.45,"Stayed","","","Junior","Adulto","Minimum Services"
"0191-ZHSKZ","Male",80,"No",0,"Hawthorne",90250,0,30,"None","Yes",38.61,"No","Yes","DSL",5,"Yes","Yes","No","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal",74.75,2111.3,0,0,1158.3,3269.6,"Stayed","","","Junior","Anciano","Services with Improvements"
"0193-ESZXP","Female",73,"Yes",0,"Oceano",93445,1,58,"None","Yes",16.94,"No","Yes","Fiber Optic",19,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",105.5,6205.5,0,0,982.52,7188.02,"Churned","Attitude","Attitude of support person","Junior","Anciano","All Included"
"0195-IESCP","Male",26,"Yes",0,"Armona",93202,1,10,"Offer D","Yes",2.02,"Yes","Yes","Fiber Optic",82,"No","No","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",85.25,855.3,0,100,20.2,975.5,"Churned","Competitor","Competitor offered more data","Junior","Joven","Enhanced Services"
"0196-JTUQI","Female",59,"No",0,"Clarksburg",95612,0,9,"None","Yes",9.27,"Yes","Yes","Fiber Optic",28,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",75.2,633.85,0,0,83.43,717.28,"Stayed","","","Junior","Adulto","Services with Improvements"
"0196-VULGZ","Female",78,"Yes",0,"Irvine",92620,1,6,"None","Yes",28.71,"Yes","Yes","Fiber Optic",17,"No","No","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal",84.35,474.9,0,0,172.26,647.16,"Churned","Other","Deceased","Junior","Anciano","Enhanced Services"
"0197-PNKNK","Female",47,"Yes",1,"Scotts Valley",95066,7,69,"None","Yes",38.92,"Yes","Yes","Fiber Optic",16,"Yes","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal",84.45,5848.6,0,40,2685.48,8574.08,"Stayed","","","Junior","Adulto","Enhanced Services"
"0201-MIBOL","Female",68,"No",0,"Salida",95368,0,66,"None","Yes",10.45,"Yes","Yes","Fiber Optic",20,"Yes","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",102.4,6471.85,0,0,689.7,7161.55,"Stayed","","","Junior","Anciano","All Included"
"0201-OAMXR","Female",30,"No",0,"Mckinleyville",95519,0,70,"Offer A","Yes",10.21,"Yes","Yes","Fiber Optic",52,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card",115.55,8127.6,0,0,714.7,8842.3,"Churned","Dissatisfaction","Network reliability","Junior","Joven","All Included"
"0206-TBWLC","Female",63,"Yes",0,"Calimesa",92320,7,54,"Offer B","Yes",11.4,"Yes","Yes","Fiber Optic",26,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",114.65,6049.5,0,0,615.6,6665.1,"Stayed","","","Junior","Anciano","All Included"
"0207-MDKNV","Female",54,"No",0,"Daly City",94014,0,15,"None","Yes",22.39,"No","Yes","Fiber Optic",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",105.1,1582.75,0,0,335.85,1918.6,"Churned","Competitor","Competitor made better offer","Junior","Adulto","All Included"
"0212-ISBBF","Female",51,"No",0,"Berkeley",94705,0,22,"None","No",NA,"","Yes","Cable",22,"No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",50.35,1098.85,0,0,0,1098.85,"Stayed","","","Junior","Adulto","Minimum Services"
"0214-JHPFW","Female",22,"Yes",0,"Lost Hills",93249,9,70,"None","No",NA,"","Yes","Cable",85,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",57.8,4039.3,1.01,0,0,4038.29,"Stayed","","","Junior","Joven","Services with Improvements"
"0215-BQKGS","Male",52,"No",0,"Garden Grove",92844,0,30,"Offer C","Yes",24.73,"No","Yes","Fiber Optic",20,"Yes","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card",84.3,2438.6,0,130,741.9,3310.5,"Stayed","","","Junior","Adulto","Enhanced Services"
"0218-QNVAS","Male",22,"Yes",1,"Indio",92203,1,71,"Offer A","Yes",28.34,"Yes","Yes","Fiber Optic",59,"No","Yes","No","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",100.55,7113.75,16.99,0,2012.14,9108.9,"Stayed","","","Junior","Joven","All Included"
"0219-YTZUE","Male",26,"Yes",0,"San Diego",92122,5,4,"Offer E","Yes",28.77,"Yes","Yes","Fiber Optic",19,"No","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",84.8,371.9,0,0,115.08,486.98,"Churned","Competitor","Competitor made better offer","Junior","Joven","Enhanced Services"
"0220-EBGCE","Male",58,"No",0,"Escondido",92027,0,2,"Offer E","Yes",14.14,"No","Yes","Fiber Optic",28,"No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",85.85,167.3,0,0,28.28,195.58,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Enhanced Services"
"0221-WMXNQ","Male",66,"No",0,"Chino",91710,0,4,"Offer E","Yes",36.4,"No","Yes","Fiber Optic",29,"Yes","No","No","No","No","No","No","Yes","One Year","No","Bank Withdrawal",75.35,273.4,0,0,145.6,419,"Stayed","","","Junior","Anciano","Services with Improvements"
"0222-CNVPT","Male",69,"No",0,"Sacramento",95820,0,52,"Offer B","No",NA,"","Yes","DSL",19,"Yes","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",48.8,2555.05,0,0,0,2555.05,"Stayed","","","Junior","Anciano","Minimum Services"
"0224-HJAPT","Male",25,"No",0,"San Diego",92117,0,5,"None","Yes",22.01,"Yes","Yes","Cable",85,"No","No","No","No","No","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal",47.15,223.15,0,0,110.05,333.2,"Churned","Competitor","Competitor made better offer","Junior","Joven","Minimum Services"
"0224-RLWWD","Female",73,"No",0,"Calexico",92231,0,2,"Offer E","Yes",23.91,"No","Yes","Cable",22,"No","No","No","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal",44.3,89.3,0,0,47.82,137.12,"Joined","","","Junior","Anciano","Minimum Services"
"0225-ZORZP","Male",46,"No",0,"Groveland",95321,0,3,"Offer E","Yes",13.72,"No","Yes","Fiber Optic",26,"No","Yes","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",84.3,235.05,0,0,41.16,276.21,"Joined","","","Junior","Adulto","Enhanced Services"
"0228-MAUWC","Male",40,"No",0,"Los Gatos",95033,0,19,"Offer D","Yes",11.85,"Yes","Yes","DSL",18,"No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",59.55,1144.6,0,0,225.15,1369.75,"Stayed","","","Junior","Adulto","Services with Improvements"
"0229-LFJAF","Male",53,"No",0,"Clovis",93611,0,72,"Offer A","Yes",3.66,"Yes","Yes","DSL",13,"Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal",69.65,4908.25,0,0,263.52,5171.77,"Stayed","","","Junior","Adulto","Services with Improvements"
"0230-UBYPQ","Male",76,"Yes",0,"Hyampom",96046,2,63,"Offer B","No",NA,"","Yes","DSL",7,"Yes","No","No","Yes","No","No","No","Yes","One Year","No","Bank Withdrawal",36.1,2298.9,0,0,0,2298.9,"Stayed","","","Junior","Anciano","Minimum Services"
"0230-WEQUW","Male",38,"Yes",0,"Woodland Hills",91364,1,66,"None","No",NA,"","Yes","DSL",29,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal",56.6,3789.2,0,0,0,3789.2,"Stayed","","","Junior","Adulto","Minimum Services"
"0231-LXVAP","Male",23,"No",0,"Temecula",92592,0,1,"None","Yes",44.56,"No","Yes","Fiber Optic",27,"No","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",75.9,75.9,0,0,44.56,120.46,"Churned","Competitor","Competitor made better offer","Junior","Joven","Services with Improvements"
"0233-FTHAV","Female",24,"No",0,"Livingston",95334,0,60,"None","Yes",15.29,"Yes","Yes","Fiber Optic",48,"No","No","Yes","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal",79.2,4765,0,0,917.4,5682.4,"Stayed","","","Junior","Joven","Enhanced Services"
"0234-TEVTT","Female",43,"Yes",3,"Tulare",93274,3,48,"None","No",NA,"","Yes","DSL",22,"Yes","No","Yes","No","No","Yes","Yes","Yes","One Year","No","Credit Card",45,2196.3,0,0,0,2196.3,"Stayed","","","Junior","Adulto","Minimum Services"
"0235-KGSLC","Female",45,"No",0,"Buellton",93427,0,1,"Offer E","Yes",33.34,"No","Yes","Fiber Optic",4,"No","No","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",85.55,85.55,0,0,33.34,118.89,"Churned","Other","Moved","Junior","Adulto","Enhanced Services"
"0236-HFWSV","Male",49,"No",0,"Palmdale",93552,0,15,"None","Yes",48.93,"Yes","Yes","Fiber Optic",15,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",93.35,1444.65,0,0,733.95,2178.6,"Churned","Competitor","Competitor had better devices","Junior","Adulto","Enhanced Services"
"0237-YFUTL","Female",62,"Yes",0,"Midway City",92655,4,50,"Offer B","Yes",34.57,"Yes","Yes","Fiber Optic",13,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",109.65,5405.8,0,0,1728.5,7134.3,"Stayed","","","Junior","Anciano","All Included"
"0238-WHBIQ","Male",25,"Yes",1,"Folsom",95630,10,72,"Offer A","Yes",33.75,"Yes","Yes","Cable",30,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",89.7,6339.3,0,0,2430,8769.3,"Stayed","","","Junior","Joven","Enhanced Services"
"0239-OXEXL","Female",37,"No",0,"Oakland",94619,0,46,"None","Yes",43.27,"Yes","Yes","Fiber Optic",21,"Yes","Yes","No","No","No","No","No","No","Month-to-Month","No","Credit Card",84.25,3847.6,0,100,1990.42,5938.02,"Stayed","","","Junior","Adulto","Enhanced Services"
"0244-LGNFY","Female",35,"Yes",1,"San Anselmo",94960,4,72,"None","Yes",30,"Yes","Yes","DSL",19,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",92.65,6733,0,0,2160,8893,"Stayed","","","Junior","Adulto","Enhanced Services"
"0248-IPDFW","Female",19,"No",0,"Lake Elsinore",92530,0,1,"None","Yes",29.13,"Yes","Yes","Cable",51,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",50.1,50.1,0,0,29.13,79.23,"Joined","","","Junior","Joven","Minimum Services"
"0248-PGHBZ","Female",69,"No",0,"San Clemente",92672,0,67,"Offer A","Yes",2.57,"No","Yes","Fiber Optic",21,"Yes","Yes","No","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal",92.45,6140.85,0,0,172.19,6313.04,"Stayed","","","Junior","Anciano","Enhanced Services"
"0253-ZTEOB","Female",44,"Yes",1,"Los Angeles",90004,5,48,"None","Yes",8.94,"Yes","Yes","DSL",27,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",79.65,3870.3,0,0,429.12,4299.42,"Stayed","","","Junior","Adulto","Enhanced Services"
"0254-FNMCI","Female",19,"No",0,"Downey",90241,0,72,"None","Yes",41.91,"No","Yes","Fiber Optic",73,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",109.9,7624.2,0,0,3017.52,10641.72,"Stayed","","","Junior","Joven","All Included"
"0254-KCJGT","Male",64,"Yes",0,"Bodega Bay",94923,6,52,"Offer B","Yes",41.34,"Yes","Yes","Cable",24,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Credit Card",81.4,4354.45,0,0,2149.68,6504.13,"Stayed","","","Junior","Anciano","Enhanced Services"
"0254-WWRKD","Female",44,"Yes",3,"Challenge",95925,1,67,"Offer A","Yes",46.9,"No","Yes","Cable",28,"No","Yes","No","No","No","No","No","Yes","One Year","No","Credit Card",50.55,3431.75,0,0,3142.3,6574.05,"Stayed","","","Junior","Adulto","Minimum Services"
"0256-LTHVJ","Female",58,"Yes",0,"Ludlow",92338,1,28,"Offer C","Yes",16.85,"No","Yes","Fiber Optic",13,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",81.05,2227.1,0,0,471.8,2698.9,"Churned","Competitor","Competitor had better devices","Junior","Adulto","Enhanced Services"
"0257-KXZGU","Female",29,"Yes",1,"Santa Clara",95051,9,32,"Offer C","Yes",33.28,"Yes","Yes","DSL",51,"No","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal",62.45,2045.55,0,0,1064.96,3110.51,"Stayed","","","Junior","Joven","Services with Improvements"
"0257-ZESQC","Female",80,"Yes",0,"Perris",92571,2,27,"None","Yes",7.02,"No","Yes","Cable",25,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",75.2,1929.35,0,0,189.54,2118.89,"Churned","Attitude","Attitude of support person","Junior","Anciano","Services with Improvements"
"0258-NOKBL","Male",22,"No",0,"Fortuna",95540,0,3,"None","Yes",31.48,"No","Yes","Fiber Optic",73,"No","Yes","Yes","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",90.4,268.45,0,0,94.44,362.89,"Joined","","","Junior","Joven","Enhanced Services"
"0259-GBZSH","Male",22,"No",0,"San Diego",92122,0,2,"Offer E","Yes",40.43,"Yes","Yes","Cable",27,"No","No","No","No","Yes","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",85.65,181.5,0,0,80.86,262.36,"Churned","Competitor","Competitor made better offer","Junior","Joven","Enhanced Services"
"0260-ZDLGK","Female",50,"No",2,"San Dimas",91773,0,9,"None","Yes",35.49,"No","Yes","Cable",11,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",72.9,651.4,0,0,319.41,970.81,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Services with Improvements"
"0263-FJTQO","Male",53,"Yes",2,"Rescue",95672,10,50,"Offer B","Yes",44.49,"Yes","Yes","Cable",28,"Yes","No","No","Yes","Yes","No","No","Yes","Two Year","Yes","Credit Card",70.5,3486.65,0,0,2224.5,5711.15,"Stayed","","","Junior","Adulto","Services with Improvements"
"0265-EDXBD","Male",76,"Yes",0,"San Diego",92122,2,32,"Offer C","Yes",47.34,"Yes","Yes","Fiber Optic",10,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.9,2303.35,0,0,1514.88,3818.23,"Churned","Attitude","Attitude of support person","Junior","Anciano","Services with Improvements"
"0265-PSUAE","Female",57,"Yes",3,"Lotus",95651,10,16,"Offer D","Yes",27.27,"No","Yes","Fiber Optic",76,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",100.7,1522.7,0,0,436.32,1959.02,"Stayed","","","Junior","Adulto","All Included"
"0266-CLZKZ","Female",45,"Yes",3,"San Marcos",92078,8,67,"Offer A","Yes",17.79,"Yes","Yes","Fiber Optic",22,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",105.65,6717.9,0,0,1191.93,7909.83,"Stayed","","","Junior","Adulto","All Included"
"0266-GMEAO","Male",43,"Yes",1,"Lompoc",93436,1,72,"None","Yes",15.94,"Yes","Yes","Fiber Optic",13,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",114.3,8058.55,0,0,1147.68,9206.23,"Stayed","","","Junior","Adulto","All Included"
"0270-THENM","Male",62,"Yes",2,"Mission Hills",91345,1,72,"None","Yes",28.37,"Yes","Yes","DSL",18,"Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal",69.85,5102.35,25.24,0,2042.64,7119.75,"Stayed","","","Junior","Anciano","Services with Improvements"
"0274-JKUJR","Male",21,"Yes",2,"Los Angeles",90040,9,7,"Offer E","No",NA,"","Yes","Cable",47,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Credit Card",-3,465.7,0,0,0,465.7,"Stayed","","","Junior","Joven",NA
"0277-BKSQP","Male",49,"Yes",3,"Harbor City",90710,10,8,"Offer E","Yes",1.56,"No","Yes","DSL",57,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",54.4,475.1,0,0,12.48,487.58,"Stayed","","","Junior","Adulto","Minimum Services"
"0277-ORXQS","Male",33,"Yes",4,"San Francisco",94108,9,66,"Offer A","No",NA,"","Yes","Cable",23,"No","No","No","Yes","Yes","Yes","Yes","No","Two Year","No","Bank Withdrawal",50.55,3364.55,0,110,0,3474.55,"Stayed","","","Junior","Adulto","Minimum Services"
"0280-XJGEX","Male",38,"No",1,"Los Angeles",90015,0,49,"None","Yes",44.33,"Yes","Yes","Fiber Optic",11,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",103.7,5036.3,0,0,2172.17,7208.47,"Churned","Competitor","Competitor had better devices","Junior","Adulto","All Included"
"0282-NVSJS","Female",70,"Yes",1,"Aromas",95004,1,12,"Offer D","No",NA,"","Yes","DSL",14,"No","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",29.3,355.9,0,0,0,355.9,"Stayed","","","Junior","Anciano","Minimum Services"
"0285-INHLN","Male",54,"Yes",6,"Badger",93603,5,27,"None","Yes",36.19,"No","Yes","DSL",53,"Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",54.75,1510.3,0,0,977.13,2487.43,"Stayed","","","Junior","Adulto","Minimum Services"
"0289-IVARM","Female",57,"No",0,"Parlier",93648,0,35,"None","Yes",44.81,"No","Yes","DSL",20,"Yes","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",60.55,1982.6,0,0,1568.35,3550.95,"Stayed","","","Junior","Adulto","Services with Improvements"
"0292-WEGCH","Female",40,"Yes",2,"Death Valley",92328,7,54,"Offer B","Yes",4.33,"Yes","Yes","DSL",12,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",86.2,4524.05,0,0,233.82,4757.87,"Stayed","","","Junior","Adulto","Enhanced Services"
"0295-PPHDO","Male",56,"No",0,"La Puente",91744,0,1,"None","Yes",5.59,"Yes","Yes","Fiber Optic",2,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",95.45,95.45,0,0,5.59,101.04,"Churned","Competitor","Competitor had better devices","Junior","Adulto","All Included"
"0295-QVKPB","Male",38,"No",0,"Riverdale",93656,0,5,"Offer E","Yes",13.96,"No","Yes","DSL",5,"No","No","Yes","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",63.95,318.1,0,0,69.8,387.9,"Stayed","","","Junior","Adulto","Services with Improvements"
"0297-RBCSG","Male",61,"No",0,"San Francisco",94104,0,19,"None","Yes",41.79,"No","Yes","DSL",6,"No","Yes","No","Yes","No","Yes","Yes","No","One Year","Yes","Bank Withdrawal",65.35,1231.85,0,60,794.01,2085.86,"Stayed","","","Junior","Anciano","Services with Improvements"
"0298-XACET","Male",35,"Yes",2,"Berry Creek",95916,1,52,"None","No",NA,"","Yes","DSL",17,"No","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","No","Credit Card",50.2,2554,27.01,0,0,2526.99,"Stayed","","","Junior","Adulto","Minimum Services"
"0301-FIDRB","Female",61,"Yes",3,"Fulton",95439,8,72,"None","No",NA,"","Yes","DSL",22,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",63.8,4684.3,0,0,0,4684.3,"Stayed","","","Junior","Anciano","Services with Improvements"
"0302-JOIVN","Female",47,"Yes",0,"San Diego",92109,1,8,"None","Yes",16.88,"No","Yes","Fiber Optic",6,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",101.15,842.9,0,0,135.04,977.94,"Churned","Competitor","Competitor made better offer","Junior","Adulto","All Included"
"0303-UNCIP","Male",35,"No",0,"Claremont",91711,0,41,"Offer B","Yes",37.55,"Yes","Yes","DSL",30,"No","No","Yes","No","No","Yes","Yes","No","One Year","No","Mailed Check",65,2531.8,0,140,1539.55,4211.35,"Stayed","","","Junior","Adulto","Services with Improvements"
"0305-SQECB","Female",54,"No",1,"Gardena",90248,0,11,"None","No",NA,"","Yes","DSL",17,"Yes","No","No","Yes","No","No","No","No","One Year","Yes","Credit Card",36.05,402.6,0,100,0,502.6,"Stayed","","","Junior","Adulto","Minimum Services"
"0306-JAELE","Male",61,"No",0,"Fallbrook",92028,0,5,"None","Yes",31.09,"No","Yes","Fiber Optic",11,"No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",96.1,453.4,0,0,155.45,608.85,"Churned","Competitor","Competitor made better offer","Junior","Anciano","All Included"
"0308-GIQJT","Male",80,"No",0,"San Diego",92126,0,71,"None","Yes",6.1,"Yes","Yes","Fiber Optic",9,"No","Yes","No","Yes","Yes","Yes","No","Yes","One Year","No","Bank Withdrawal",105.75,7382.85,0,0,433.1,7815.95,"Stayed","","","Junior","Anciano","All Included"
"0308-IVGOK","Female",23,"No",0,"Santa Ana",92703,0,11,"None","No",NA,"","Yes","DSL",59,"No","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Credit Card",40.4,422.6,0,0,0,422.6,"Stayed","","","Junior","Joven","Minimum Services"
"0310-MVLET","Female",63,"Yes",0,"Snelling",95369,1,61,"None","Yes",49.33,"Yes","Yes","Fiber Optic",7,"No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",99.15,6010.05,0,0,3009.13,9019.18,"Churned","Dissatisfaction","Service dissatisfaction","Junior","Anciano","All Included"
"0310-SUCIN","Female",50,"Yes",0,"Darwin",93522,2,71,"None","Yes",23.06,"No","Yes","Cable",6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",84.8,6046.1,0,0,1637.26,7683.36,"Stayed","","","Junior","Adulto","Enhanced Services"
"0311-QYWSS","Female",63,"No",0,"Garberville",95542,0,6,"None","Yes",39.16,"No","Yes","DSL",8,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",49.45,314.6,0,0,234.96,549.56,"Stayed","","","Junior","Anciano","Minimum Services"
"0311-UNPFF","Female",58,"No",0,"Long Beach",90807,0,26,"None","Yes",38.09,"No","Yes","Fiber Optic",22,"No","No","No","No","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",88.8,2274.35,0,50,990.34,3314.69,"Churned","Dissatisfaction","Service dissatisfaction","Junior","Adulto","Enhanced Services"
"0314-TKOSI","Female",29,"No",0,"Upland",91784,0,6,"Offer E","Yes",6.98,"No","Yes","Cable",30,"Yes","Yes","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",55.15,322.9,0,0,41.88,364.78,"Stayed","","","Junior","Joven","Minimum Services"
